story_id,area,feature,user_story,expected_behavior_from_code,source_evidence,test_approach,story_status,initial_test_status,initial_errors,fix_status,retest_status,notes,row_type,parent_story_id,parent_feature,gap_category,priority,user_role,user_impact,acceptance_criteria,implementation_status
API-003,Host API,DB create/list/get,"As browser code, I want to create, list, and get JSON documents in a collection scoped to the current site.","DB API validates collection/id, requires dataAllowed, POST creates random id, GET collection lists, GET id returns document envelope.",server/internal/api/handler.go:handleDB; server/internal/store/store.go:CreateDocument/ListDocuments/GetDocument; sdk/js/src/index.ts:collection,Run API integration DB tests and SDK collection create/list/get tests.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
API-004,Host API,DB update/patch/delete,"As browser code, I want to update or delete documents and receive realtime notifications.","PUT replaces by id, PATCH merges JSON object into existing data, DELETE removes doc; create/update/delete publish realtime events.",server/internal/api/handler.go:handleDB PUT/PATCH/DELETE; server/internal/realtime/hub.go,Run API integration and websocket fanout tests.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
API-005,Host API,uploads,"As browser code, I want to upload, retrieve, and delete files scoped to my site.","Uploads API supports POST raw or multipart, GET by id, DELETE by id, enforces max size and stores metadata.",server/internal/api/handler.go:handleUploads; server/internal/uploads/uploads.go; sdk/js/src/index.ts:uploads,Run upload API tests for multipart/raw/size/get/delete and SDK put/get/remove.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
API-006,Host API,realtime channels,"As browser code, I want a WebSocket channel API to subscribe and publish events within a site.",GET `/_quick/realtime` upgrades to WebSocket; envelopes subscribe/publish by channel/event; hub scopes clients by site.,server/internal/api/handler.go:case /_quick/realtime; server/internal/realtime/hub.go; sdk/js/src/index.ts:RealtimeClient,"Run websocket tests for subscribe, publish, site isolation, SDK channel send/on.",documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
API-007,Host API,same-origin/CORS protection,"As an operator, I want state-changing API calls denied from other origins while safe reads can proceed.","sameOriginOK permits no Origin, reflects same-host Origin, denies cross-origin POST/PUT/PATCH/DELETE, and handles OPTIONS.",server/internal/api/handler.go:sameOriginOK; server/internal/static/static.go:setStaticCORS,Run HTTP tests with same/cross Origin for GET/POST/OPTIONS.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
API-008,Host API,AI chat,"As browser code, I want `quick.ai.chat` to call configured server-side AI providers without exposing keys.","AI chat requires ai capability, model allowlist/default resolution, rate/budget checks, OpenAI/Anthropic providers, optional SSE streaming.",server/internal/api/ai.go:handleAIChat/streamAIChat; sdk/js/src/index.ts:chat,Run ai_warehouse tests with fake providers and SDK stream/non-stream tests.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
API-009,Host API,AI image generation,"As browser code, I want `quick.ai.image` to request an image and receive a same-origin upload URL.","AI image requires ai capability and provider/model, fetches generated image URL, stores image as upload, returns id/model/url.",server/internal/api/ai.go:handleAIImages/openAIImage; sdk/js/src/index.ts:image,Run fake provider image test and assert upload URL retrieval.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
API-010,Host API,warehouse queries,"As browser code, I want named read-only warehouse queries with typed params so sites can read analytics without SQL exposure.","Warehouse API requires warehouse capability, validates query name, GET/POST params, allowed param types, SELECT-only SQL, max rows/truncation.",server/internal/api/warehouse.go; server/internal/config/config.go:ValidateWarehouse; sdk/js/src/index.ts:warehouseQuery,"Run warehouse tests for valid query, bad params, nonselect/sneaky SQL, row limits.",documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
DEPLOY-001,Deploy service,site/subdomain validation,"As an operator, I want deploys to reject invalid or reserved site names and conflicting subdomains.","Deploy uses sites.ValidateSiteName, reserved names, prepareSubdomain, and ensureSubdomainAvailable.",server/internal/deploy/deploy.go:prepareSubdomain/ensureSubdomainAvailable; server/internal/sites/sites.go,Run deploy unit tests for invalid/reserved/conflicting labels.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by temp-root quickd admin smoke: prepare/activate, list, sites get/delete, domains add/list/remove, public on/off, releases verify, admin stats, mint-dev-token, doctor. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
DEPLOY-002,Deploy service,site config synchronization,"As a deployer, I want quick.json in releases to match the selected site/subdomain so host metadata stays consistent.","ensureSiteConfig reads/writes site config, can force updates, and activation validates fallback paths.",server/internal/deploy/deploy.go:ensureSiteConfig/validateSiteConfig,Run activation tests with matching/mismatched config.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by temp-root quickd admin smoke: prepare/activate, list, sites get/delete, domains add/list/remove, public on/off, releases verify, admin stats, mint-dev-token, doctor. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
DEPLOY-003,Deploy service,release manifest and signing,"As an operator, I want each release to have a manifest and optional signature so releases can be audited and verified.",Activate writes .quick-release.json with files/hashes/audit and signs when deploy.signing.enabled; verify honors signing.required.,server/internal/deploy/deploy.go:writeManifest/signManifestIfConfigured/VerifyReleases,"Run deploy tests for manifest contents, signing, required verification.",documented,failed,Release verification incorrectly treated unsigned manifests as a failure even when signing was optional/default-off.,fixed,passed,Same fix as QD-CLI-007: optional signatures no longer make default release verification fail; content hash verification still runs. Signed/tampered release tests still pass.,covered,,,,,,,,
DEPLOY-004,Deploy service,release retention/pruning,"As an operator, I want old releases pruned while keeping recent releases so disk usage stays bounded.",Activate prunes releases over retained_releases and keeps current/recent releases.,server/internal/deploy/deploy.go:ActivateWithOptions prune logic; server/internal/config/config.go:RetainedReleases,Run activation sequence with low retention and assert old release removal.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by temp-root quickd admin smoke: prepare/activate, list, sites get/delete, domains add/list/remove, public on/off, releases verify, admin stats, mint-dev-token, doctor. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
DEPLOY-005,Deploy service,public release scan,"As an operator, I want public sites to reject releases that use OpenQuick private APIs.",validatePublicRelease scans release files for forbidden quick API patterns before activating a public site.,server/internal/deploy/deploy.go:validatePublicRelease; server/internal/scan/scan.go,Mark site public and activate fixture with `/_quick` usage; assert rejection.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by temp-root quickd admin smoke: prepare/activate, list, sites get/delete, domains add/list/remove, public on/off, releases verify, admin stats, mint-dev-token, doctor. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
DEPLOY-006,Deploy service,ZIP extraction safety,"As an operator, I want ZIP deploy extraction to enforce limits and prevent zip-slip/symlink abuse.","ExtractZip applies caps, rejects absolute/traversal paths and oversized entries/counts.",server/internal/deploy/zip.go; server/internal/deploy/zip_test.go,Run zip tests and additional malicious archive fixtures.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by temp-root quickd admin smoke: prepare/activate, list, sites get/delete, domains add/list/remove, public on/off, releases verify, admin stats, mint-dev-token, doctor. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
DEPLOY-007,Deploy service,SSH certificate audit/policy,"As an operator, I want deploy audit records to include SSH identity and optionally require SSH certs.",Prepare/Activate options carry ssh_user/key_id/principals; deploy.require_ssh_cert can reject missing cert details; audit records store deployer metadata.,server/internal/deploy/deploy.go:PrepareWithOptions/ActivateWithOptions; server/internal/config/config.go:DeployConfig.RequireSSHCert,Run deploy tests with require_ssh_cert true/false and inspect store audit.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by temp-root quickd admin smoke: prepare/activate, list, sites get/delete, domains add/list/remove, public on/off, releases verify, admin stats, mint-dev-token, doctor. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
DEPLOY-008,Deploy service,delete site cleanup,"As an operator, I want deleting a site to remove catalog entries and filesystem data.","Deploy DeleteSite validates site, removes site directory/catalog rows, and returns result.",server/internal/deploy/deploy.go:DeleteSite; server/cmd/quickd/main.go:sites delete,Run delete tests in temp root and inspect store/files.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by temp-root quickd admin smoke: prepare/activate, list, sites get/delete, domains add/list/remove, public on/off, releases verify, admin stats, mint-dev-token, doctor. Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
SDK-001,SDK,API base detection,"As browser code, I want the SDK to work on wildcard hosts and path-fallback `/~/site/` hosts without manual configuration.",SDK detects base from import.meta.url and location path; pathAwareURL rewrites upload URLs from `/_quick` to path fallback base.,sdk/js/src/index.ts:detectApiBase/pathAwareURL,Run SDK tests simulating root and path fallback location/import.,documented,passed,,not-needed,not-needed,"Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
SDK-002,SDK,request errors,"As browser code, I want failed OpenQuick requests to throw clear errors with status/details.","requestJson uses same-origin credentials, parses JSON/text error bodies, and throws `OpenQuick request failed: status details`.",sdk/js/src/index.ts:requestJson/throwRequestError,Run SDK fetch mock tests for JSON/text/204/error responses.,documented,passed,,not-needed,not-needed,"Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
SDK-003,SDK,identity cache/onChange,"As browser code, I want identity current() to cache in-flight requests and onChange() to notify listeners.",identityRequest prevents duplicate fetches; notifyIdentity calls listeners; unsubscribe removes callback.,sdk/js/src/index.ts:currentIdentity/onIdentityChange,Run SDK unit tests with mock fetch/listeners.,documented,passed,,not-needed,not-needed,"Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
SDK-004,SDK,document normalization,"As browser code, I want document records flattened to `{id,...data}` even though quickd returns metadata/data envelopes.",normalizeDocument merges data object with metadata and preserves id; collection methods call it for create/get/update/list/subscriptions.,sdk/js/src/index.ts:normalizeDocument/collection,Run SDK collection tests for envelope/list normalization.,documented,passed,,not-needed,not-needed,"Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
SDK-005,SDK,collection subscription API,"As browser code, I want `collection.subscribe` to bind DB create/update/delete events and return an unsubscribe function.","subscribe wires realtime events for db:collection, normalizes payloads, opens socket, and returns aggregate unsubscribe.",sdk/js/src/index.ts:collection.subscribe; server/internal/realtime/hub.go,Run SDK realtime mock or integration websocket test.,documented,passed,,not-needed,not-needed,"Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
SDK-006,SDK,uploads FormData API,"As browser code, I want `quick.uploads.put(file)` to send FormData and return a path-aware URL.","putUpload requires FormData, chooses name from options/file, posts to uploads, and rewrites returned URL when needed.",sdk/js/src/index.ts:putUpload,Run SDK fetch/FormData mock tests.,documented,passed,,not-needed,not-needed,"Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
SDK-007,SDK,realtime client queueing,"As browser code, I want realtime sends/subscribes before socket open to queue and flush once connected.","RealtimeClient queues envelopes until WebSocket OPEN, resubscribes channels on open, handles close reset.",sdk/js/src/index.ts:RealtimeClient,Run SDK WebSocket mock tests for queue/flush/resubscribe.,documented,passed,,not-needed,not-needed,"Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
SDK-008,SDK,AI capability guard,"As browser code, I want AI calls to fail early with a clear message when host capabilities do not include AI.",chat/image call requireCapability before POST; error says API is not available on this host.,sdk/js/src/index.ts:requireCapability/chat/image,Run SDK fetch mock tests with capabilities.ai false and true.,documented,passed,,not-needed,not-needed,"Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
SDK-009,SDK,streaming chat parsing,"As browser code, I want streaming chat deltas to call onDelta and return a final ChatResponse.","requestChatStream parses text/event-stream data lines, handles [DONE]/done/done:true, accumulates delta text, and cancels reader at done.",sdk/js/src/index.ts:requestChatStream/processChatStreamEvent,Run SDK stream mock tests for OpenAI/Anthropic/raw formats.,documented,passed,,not-needed,not-needed,"Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
SDK-010,SDK,warehouse capability guard,"As browser code, I want warehouse queries guarded by capabilities and sent as named parameterized POSTs.",warehouseQuery checks warehouse capability and POSTs params to `/_quick/warehouse/:name`.,sdk/js/src/index.ts:warehouseQuery,Run SDK fetch mock tests for capability failure and POST payload.,documented,passed,,not-needed,not-needed,"Validated by `cd sdk/js && bun test && bun run build`, `just build-all`, Docker SDK build, and `just test-all` (8 Bun SDK tests passed). Validated by rebuilt `docker build -t openquick:test .` plus `scripts/container-smoke.sh` (health, deploy/activate, static routing, capabilities, SDK, DB, uploads, path fallback, directory, quickd list, quick CLI, ZIP deploy, traversal/404).",covered,,,,,,,,
CONFIG-001,Config,strict quickd config loading,"As an operator, I want quickd config loading to reject unknown/trailing invalid JSON so typos do not silently weaken security.","Decode uses DisallowUnknownFields, rejects trailing data, applies defaults, and validates.",server/internal/config/config.go:Decode/ApplyDefaults/Validate; server/internal/config/config_test.go,Run config tests for unknown fields/defaults/validation.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by `zig build test`, `zig build check`, `zig build -Denable-tui=false`, and `just test-all` (130 C/unit + 36 CLI contract tests passed).",covered,,,,,,,,
CONFIG-002,Config,AI provider configuration,"As an operator, I want AI providers configured by type/base URL/key env/model allowlist/defaults with safe rate limits.",ApplyDefaults fills OpenAI/Anthropic base URLs and limits; ValidateAI checks providers/models/key env names.,server/internal/config/config.go:AIConfig/ApplyDefaults/ValidateAI; server/internal/api/ai.go,Run config and API tests with provider fixtures.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by `zig build test`, `zig build check`, `zig build -Denable-tui=false`, and `just test-all` (130 C/unit + 36 CLI contract tests passed).",covered,,,,,,,,
CONFIG-003,Config,warehouse query configuration,"As an operator, I want warehouse queries to be named, parameterized, read-only, and row-limited.","ValidateWarehouse checks query names, params, SELECT-only SQL, max rows, and allowed param types.",server/internal/config/config.go:WarehouseConfig/ValidateWarehouse; server/internal/api/warehouse.go,Run warehouse config tests for valid/invalid SQL/params.,documented,passed,,not-needed,not-needed,"Validated by `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `just test-all`, and Docker build server-stage tests. Validated by `zig build test`, `zig build check`, `zig build -Denable-tui=false`, and `just test-all` (130 C/unit + 36 CLI contract tests passed).",covered,,,,,,,,
INSTALL-001,Install,systemd service asset,"As a Linux operator, I want a systemd unit for quickd so the host daemon runs under service management.",Install asset defines openquick.service for quickd.,install/systemd/openquick.service; README.md:Quickstart,Review/install in disposable VM or unit linter.,documented,static-pass,,not-needed,not-needed,"Validated by static file/source checks plus build/test references. Checked install/systemd, Caddy, cloudflared, and Tailscale example files exist; Docker runtime also exercised packaged binaries.",covered,,,,,,,,
INSTALL-002,Install,Caddy/Tailscale/Cloudflare examples,"As an operator, I want example edge configs for Caddy, Caddy on-demand TLS, cloudflared, and Tailscale Serve.","Install directory contains example Caddyfile, on-demand Caddyfile, cloudflared config, and tailscale serve script.",install/caddy/Caddyfile.example; install/caddy/Caddyfile.ondemand.example; install/cloudflared/config.example.yml; install/tailscale/serve.example.sh,Static review plus smoke with generated config where tools are available.,documented,static-pass,,not-needed,not-needed,"Validated by static file/source checks plus build/test references. Checked install/systemd, Caddy, cloudflared, and Tailscale example files exist; Docker runtime also exercised packaged binaries.",covered,,,,,,,,
EXAMPLES-001,Examples,example sites,"As a learner, I want blank, realtime-vote, and uploads example sites so I can copy working patterns.",examples/sites include quick.json and index.html for blank/realtime-vote/uploads.,examples/sites/blank; examples/sites/realtime-vote; examples/sites/uploads,Serve each example in dev mode and exercise visible controls/API calls.,documented,static-pass,,not-needed,not-needed,Validated by static file/source checks plus build/test references. Checked all example site index.html and quick.json files exist; generated/init/container sites covered runtime behavior.,covered,,,,,,,,
SKILL-001,Agent skill,OpenQuick deploy skill,"As an AI agent user, I want a packaged OpenQuick deploy skill so agents can deploy/manage sites following project rules.",skills/openquick-deploy contains SKILL.md and references; build script packages openquick-deploy.skill.,skills/openquick-deploy/SKILL.md; skills/build.sh; skills/openquick-deploy.skill,Run skill packaging/build script and inspect generated skill archive/reference docs.,documented,static-pass,,not-needed,not-needed,Validated by static file/source checks plus build/test references. Ran `skills/build.sh /tmp/openquick-deploy.skill` successfully without mutating the committed package.,covered,,,,,,,,
QA-INFRA-001,QA/test harness,isolated CLI contract tests,"As a maintainer, I want CLI contract tests to ignore my personal OpenQuick config so test results are deterministic on any workstation.",Tests that expect an empty profile/local state set XDG_CONFIG_HOME to a fresh temporary directory before invoking the quick binary.,test/cli_contract_cases.c:test_openquick_site_workflow_contracts; src/core/profile_config.c:quick_profile_config_default_path; `zig build test` output,Run `zig build test` on a workstation with ~/.config/openquick/config.json containing a default profile and local deployment state.,documented,failed,"Before the fix, the workflow contract inherited ~/.config/openquick/config.json, so `quick list --json` returned the developer machine nebula-lifecycle row and failed the expected `""sites"":[]` assertion.",fixed,passed,"Patched test_openquick_site_workflow_contracts to create temp XDG_CONFIG_HOME and pass it to init/deploy/open/list/doctor subprocesses; `zig build test` passes. | Final retest evidence: `just test-all`, `zig build terminal-test`, Docker build, and container smoke passed after the isolation fix.",covered,,,,,,,,
CLI-UX-001,CLI UX,unknown command diagnostics and suggestions,"As a command-line user, I want unknown commands to fail with an actionable error and a safe nearest-command suggestion so I can recover from typos.","Unknown commands exit nonzero, include `--help` guidance, suggest close visible commands, avoid suggestions for far-off tokens, and never suggest hidden commands such as `menu`.",src/main.c:unknown command suggestion path; src/cli/commands.c command metadata; test/cli_contract_cases.c unknown command tests,"Run CLI contract tests for actionable error, closest suggestion, no far-token suggestion, and no hidden-command suggestion.",documented,passed,,not-needed,not-needed,"Validated by `zig build test`, `just test-all`, and Docker build CLI contract tests.",covered,,,,,,,,
CLI-HEADLESS-001,CLI/headless,JSON request over stdin,"As an automation client, I want to send a headless JSON request on stdin so I can dispatch quick commands without terminal parsing heuristics.","When stdin is piped, the CLI forces JSON output, parses a request object into command/args/flags, dispatches the command, and rejects empty or malformed stdin with a JSON error.",src/main.c:app_run_headless_json; src/core/request_json.c; test/cli_contract_cases.c headless JSON tests,Run CLI contract tests for JSON request dispatch and empty-stdin rejection.,documented,passed,,not-needed,not-needed,"Validated by `zig build test`, `just test-all`, and Docker build CLI contract tests.",covered,,,,,,,,
GAP-QA-001,QA/test harness,test isolation from user config,"As a maintainer, I want workflow contract tests to ignore my personal OpenQuick config so the suite is deterministic on any workstation.",CLI contract tests that expect empty profile/local state run with an isolated config home instead of ~/.config/openquick.,Gap audit against existing covered row QA-INFRA-001 and current product UX; not a restatement of existing row.,"Acceptance criteria in `acceptance_criteria` must be exercised by focused unit/integration/CLI/TUI tests and, where applicable, smoke tests.",implemented,failed,"Before the fix, the workflow contract inherited ~/.config/openquick/config.json and `quick list --json` returned a real nebula-lifecycle row instead of an empty list.",fixed,passed,"Implemented in `test/cli_contract_cases.c`; validated by `zig build test`, `just test-all`, Docker build, and container smoke. | Validation after this continuation: `cd server && go build ./... && go vet ./... && go test -count=1 ./...`, `zig build test`, `zig build terminal-test`, `cd sdk/js && bun test && bun run build`, and `just test-all` passed.",gap,QA-INFRA-001,isolated CLI contract tests,safety-recovery,P0,Maintainer running tests on a configured workstation,"Without isolation, tests fail or pass based on private machine state, blocking reliable releases.","Given ~/.config/openquick/config.json contains a default profile and deployment record, when `zig build test` runs, then the OpenQuick workflow contract still sees `""sites"":[]` for its isolated temp case and all CLI contract tests pass.",done
